instruction,input_context,output,task_type,difficulty,safety_constraints
미끄러운 plastic 그릇을 선반에 밀어내라,"객체: 미끄러운 plastic 그릇, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 4.405170240840229, ""fragility"": 0.18345659360744465}, ""confidence"": 0.817316625191766}",push,medium,
큰 metal 상자을 테이블에 밀어내라,"객체: 큰 metal 상자, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.3319766892326897, ""stiffness"": 83.22492524470026, ""fragility"": 1.0}, ""confidence"": 0.8562527028814296}",push,hard,fragile_handling|gentle_grip
무거운 glass 블록을 선반에 배치해라,"객체: 무거운 glass 블록, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""heavy"", ""friction"": 0.2036916078808679, ""stiffness"": 90.26414349431604, ""fragility"": 0.7052422939037443}, ""confidence"": 0.8687405216539059}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
무거운 metal 그릇을 상자에 당겨라,"객체: 무거운 metal 그릇, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.5142125538180556, ""stiffness"": 225.32371063121323, ""fragility"": 0.08783864963355502}, ""confidence"": 0.887282100657107}",pull,medium,
작은 metal 펜을 바구니에 가져다놓아라,"객체: 작은 metal 펜, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.6975739814632087, ""stiffness"": 0.00922883666667986, ""fragility"": 0.05163622845398025}, ""confidence"": 0.9317759209628277}",move,easy,
깨지기쉬운 metal 컵을 선반에 밀어내라,"객체: 깨지기쉬운 metal 컵, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.3587578915868919, ""stiffness"": 2.276304354410528, ""fragility"": ""fragile""}, ""confidence"": 0.8447845005206643}",push,medium,
깨지기쉬운 metal 컵을 선반에 가져와라,"객체: 깨지기쉬운 metal 컵, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.2038179681438023, ""stiffness"": 40.87499121513284, ""fragility"": ""fragile""}, ""confidence"": 0.7196063263965582}",pull,hard,secure_grip|slow_movement
가벼운 rubber 블록을 침대에 운반해라,"객체: 가벼운 rubber 블록, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""light"", ""friction"": 0.9504772442185792, ""stiffness"": 0.014324802653995114, ""fragility"": 0.05244069121285053}, ""confidence"": 0.7719108236787493}",move,easy,
부드러운 plastic 컵을 의자에 밀어내라,"객체: 부드러운 plastic 컵, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.9105649690016302, ""stiffness"": ""soft"", ""fragility"": 0.06852767751362203}, ""confidence"": 0.9015987233719497}",push,medium,
부드러운 rubber 책을 선반에 놓아라,"객체: 부드러운 rubber 책, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.5507227967743121, ""stiffness"": ""soft"", ""fragility"": 0.11341096408882918}, ""confidence"": 0.8959462904728484}",place,medium,precise_positioning
무거운 wood 접시을 선반에 놓아라,"객체: 무거운 wood 접시, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""heavy"", ""friction"": 0.2530267927249347, ""stiffness"": 127.0712706521365, ""fragility"": 0.6143319032162513}, ""confidence"": 0.7929371478263967}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
거친 metal 상자을 의자에 당겨라,"객체: 거친 metal 상자, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 2.438507925034616, ""fragility"": 0.4458034873729238}, ""confidence"": 0.8155629030799917}",pull,hard,
가벼운 metal 공을 선반에 올려놓아라,"객체: 가벼운 metal 공, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.34, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""light"", ""friction"": 0.22341878714526586, ""stiffness"": 48.607375212683, ""fragility"": 0.9891938558271519}, ""confidence"": 0.7867244125030746}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
미끄러운 rubber 컵을 의자에 옮겨라,"객체: 미끄러운 rubber 컵, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 8.78610858234744, ""fragility"": 0.2674620314040698}, ""confidence"": 0.8558465842433401}",move,easy,
작은 ceramic 인형을 의자에 두어라,"객체: 작은 ceramic 인형, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.40360083381939943, ""stiffness"": 8.78610858234744, ""fragility"": 0.2674620314040698}, ""confidence"": 0.7086640821828634}",place,medium,precise_positioning
거친 plastic 공을 침대에 두어라,"객체: 거친 plastic 공, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 0.00922883666667986, ""fragility"": 0.05163622845398025}, ""confidence"": 0.7339735410007868}",place,medium,precise_positioning
무거운 metal 인형을 상자에 놓아라,"객체: 무거운 metal 인형, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.7018121270573885, ""stiffness"": 0.10475497776672196, ""fragility"": 0.1369576347313211}, ""confidence"": 0.7350402397847604}",place,medium,precise_positioning
부드러운 plastic 접시을 침대에 옮겨라,"객체: 부드러운 plastic 접시, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.234225622164612, ""stiffness"": ""soft"", ""fragility"": 1.0}, ""confidence"": 0.937729054603907}",move,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
가벼운 metal 책을 의자에 끌어라,"객체: 가벼운 metal 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""light"", ""friction"": 0.5808641957380297, ""stiffness"": 174.65736435306337, ""fragility"": 0.0751277757107227}, ""confidence"": 0.7421950345135098}",pull,medium,
미끄러운 plastic 상자을 상자에 들어라,"객체: 미끄러운 plastic 상자, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 136.12263880808456, ""fragility"": 1.0}, ""confidence"": 0.7489375774900762}",pick,medium,fragile_handling|gentle_grip
깨지기쉬운 fabric 공을 선반에 운반해라,"객체: 깨지기쉬운 fabric 공, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.5962728221434361, ""stiffness"": 6.270323905754221, ""fragility"": ""fragile""}, ""confidence"": 0.9476607613451364}",move,easy,
깨지기쉬운 metal 컵을 상자에 운반해라,"객체: 깨지기쉬운 metal 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.18198138578895406, ""stiffness"": 89.99005038801585, ""fragility"": ""fragile""}, ""confidence"": 0.7554460362438978}",move,medium,secure_grip|slow_movement
무거운 rubber 펜을 침대에 운반해라,"객체: 무거운 rubber 펜, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""heavy"", ""friction"": 0.776773068927824, ""stiffness"": 0.14088771576141174, ""fragility"": 0.06974272487299253}, ""confidence"": 0.8153463388659326}",move,easy,
무거운 plastic 책을 바구니에 배치해라,"객체: 무거운 plastic 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.21337030339730478, ""stiffness"": 66.95854460229474, ""fragility"": 0.7487896860639109}, ""confidence"": 0.8665062389199278}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
깨지기쉬운 metal 컵을 바구니에 집어라,"객체: 깨지기쉬운 metal 컵, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.21337030339730478, ""stiffness"": 66.95854460229474, ""fragility"": ""fragile""}, ""confidence"": 0.8711413415273556}",pick,medium,secure_grip|slow_movement
거친 plastic 컵을 바구니에 가져다놓아라,"객체: 거친 plastic 컵, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 0.013953185610282675, ""fragility"": 0.02534513953993007}, ""confidence"": 0.7605652957265983}",move,easy,
작은 metal 블록을 바구니에 밀어내라,"객체: 작은 metal 블록, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.2038179681438023, ""stiffness"": 40.87499121513284, ""fragility"": 0.8379699198072588}, ""confidence"": 0.8000604014718661}",push,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
무거운 ceramic 상자을 상자에 가져가라,"객체: 무거운 ceramic 상자, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""heavy"", ""friction"": 0.234225622164612, ""stiffness"": 65.94831894297683, ""fragility"": 1.0}, ""confidence"": 0.7702187271333378}",pick,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
부드러운 fabric 병을 침대에 가져다놓아라,"객체: 부드러운 fabric 병, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.5889100485279573, ""stiffness"": ""soft"", ""fragility"": 0.18659898144197717}, ""confidence"": 0.9439493187330696}",move,easy,
가벼운 plastic 책을 의자에 가져와라,"객체: 가벼운 plastic 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.34, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""light"", ""friction"": 0.2530267927249347, ""stiffness"": 127.0712706521365, ""fragility"": 0.6143319032162513}, ""confidence"": 0.8961921619080216}",pull,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
가벼운 metal 공을 의자에 이동시켜라,"객체: 가벼운 metal 공, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""light"", ""friction"": 0.3934504727733239, ""stiffness"": 3.432161100978571, ""fragility"": 0.1929109463480399}, ""confidence"": 0.9212281716174794}",move,easy,
거친 fabric 블록을 테이블에 밀어내라,"객체: 거친 fabric 블록, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 203.50223109509074, ""fragility"": 0.12787611619246367}, ""confidence"": 0.9099118446628297}",push,medium,
작은 ceramic 그릇을 상자에 운반해라,"객체: 작은 ceramic 그릇, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.234225622164612, ""stiffness"": 65.94831894297683, ""fragility"": 1.0}, ""confidence"": 0.9121080064187753}",move,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
큰 rubber 상자을 테이블에 이동시켜라,"객체: 큰 rubber 상자, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.46481183053614644, ""stiffness"": 4.2305139309557624, ""fragility"": 0.44994449854952756}, ""confidence"": 0.8356405331606142}",move,medium,
